Date;Time;Still;Tilting;Walking;Running;In a vehicle;On a bicycle
15-03-2021;10:00:02;27;23;10;0;0;0
15-03-2021;11:00:49;12;24;19;0;5;0
15-03-2021;12:00:22;60;0;0;0;0;0
15-03-2021;13:00:22;57;2;0;0;0;0
15-03-2021;14:00:22;60;0;0;0;0;0
15-03-2021;15:00:22;60;0;0;0;0;0
15-03-2021;16:00:14;1;54;4;0;0;0
15-03-2021;17:00:22;16;4;26;0;12;0
15-03-2021;18:00:00;60;0;0;0;0;0
15-03-2021;19:00:22;47;2;9;0;0;0
15-03-2021;20:00:22;60;0;0;0;0;0
15-03-2021;21:00:22;60;0;0;0;0;0
15-03-2021;22:00:22;60;0;0;0;0;0
15-03-2021;23:00:22;60;0;0;0;0;0
15-03-2021;24:00:00;36;23;0;0;0;0
16-03-2021;01:00:45;31;28;0;0;0;0
16-03-2021;02:00:45;60;0;0;0;0;0
16-03-2021;03:00:45;60;0;0;0;0;0
16-03-2021;04:00:45;60;0;0;0;0;0
16-03-2021;05:00:00;60;0;0;0;0;0
16-03-2021;06:00:00;60;0;0;0;0;0
16-03-2021;07:00:45;60;0;0;0;0;0
16-03-2021;08:00:14;36;11;13;0;0;0
16-03-2021;09:00:45;60;0;0;0;0;0
16-03-2021;10:00:45;40;6;12;0;0;0
16-03-2021;011:00:00;60;0;0;0;0;0
16-03-2021;012:00:00;60;0;0;0;0;0
16-03-2021;013:00:00;60;0;0;0;0;0
16-03-2021;014:00:00;60;0;0;0;0;0
16-03-2021;15:00:45;60;0;0;0;0;0
16-03-2021;16:00:12;32;27;0;0;0;0
16-03-2021;17:00:45;30;18;12;0;0;0
16-03-2021;18:00:45;60;0;0;0;0;0
16-03-2021;19:00:45;60;0;0;0;0;0
16-03-2021;20:00:31;39;6;13;0;0;0
16-03-2021;21:00:45;57;2;0;0;0;0
16-03-2021;22:00:45;60;0;0;0;0;0
16-03-2021;23:00:45;37;22;0;0;0;0
16-03-2021;24:00:00;38;22;0;0;0;0
17-03-2021;01:01:37;40;20;0;0;0;0
17-03-2021;02:00:37;60;0;0;0;0;0
17-03-2021;03:00:00;60;0;0;0;0;0
17-03-2021;04:00:00;60;0;0;0;0;0
17-03-2021;05:01:36;60;0;0;0;0;0
17-03-2021;06:00:37;60;0;0;0;0;0
17-03-2021;07:00:37;60;0;0;0;0;0
17-03-2021;08:00:07;41;19;0;0;0;0
17-03-2021;09:01:37;46;7;6;0;0;0
17-03-2021;10:00:59;24;18;17;0;0;0
17-03-2021;11:01:37;60;0;0;0;0;0
17-03-2021;12:00:37;40;8;12;0;0;0
17-03-2021;13:00:37;60;0;0;0;0;0
17-03-2021;14:00:37;60;0;0;0;0;0
17-03-2021;15:00:37;7;11;40;0;0;0
17-03-2021;16:00:37;60;0;0;0;0;0
17-03-2021;17:00:37;60;0;0;0;0;0
17-03-2021;18:00:37;60;0;0;0;0;0
17-03-2021;19:00:52;30;8;22;0;0;0
17-03-2021;20:00:37;55;4;0;0;0;0
17-03-2021;21:00:37;60;0;0;0;0;0
17-03-2021;22:00:37;60;0;0;0;0;0
17-03-2021;23:00:37;60;0;0;0;0;0
17-03-2021;24:00:00;33;26;0;0;0;0
18-03-2021;01:00:08;51;9;0;0;0;0
18-03-2021;02:00:08;60;0;0;0;0;0
18-03-2021;03:00:08;60;0;0;0;0;0
18-03-2021;04:00:08;60;0;0;0;0;0
18-03-2021;05:00:00;60;0;0;0;0;0
18-03-2021;06:00:00;60;0;0;0;0;0
18-03-2021;07:00:08;60;0;0;0;0;0
18-03-2021;08:01:14;23;30;6;0;0;0
18-03-2021;09:00:08;51;9;0;0;0;0
18-03-2021;10:00:08;33;12;13;0;0;0
18-03-2021;11:00:08;60;0;0;0;0;0
18-03-2021;12:00:08;60;0;0;0;0;0
18-03-2021;13:00:54;12;40;7;0;0;0
18-03-2021;14:00:08;60;0;0;0;0;0
18-03-2021;15:00:08;60;0;0;0;0;0
18-03-2021;16:01:13;26;19;0;0;14;0
18-03-2021;17:00:08;21;13;26;0;0;0
18-03-2021;18:00:34;41;2;13;0;0;3
18-03-2021;19:00:08;60;0;0;0;0;0
18-03-2021;20:00:08;60;0;0;0;0;0
18-03-2021;21:00:08;60;0;0;0;0;0
18-03-2021;22:00:08;29;29;0;0;0;0
18-03-2021;23:00:08;60;0;0;0;0;0
18-03-2021;24:00:00;18;41;0;0;0;0
19-03-2021;01:00:20;36;23;0;0;0;0
19-03-2021;02:00:20;60;0;0;0;0;0
19-03-2021;03:00:20;60;0;0;0;0;0
19-03-2021;04:00:00;60;0;0;0;0;0
19-03-2021;05:00:00;60;0;0;0;0;0
19-03-2021;06:00:00;60;0;0;0;0;0
19-03-2021;07:00:00;60;0;0;0;0;0
19-03-2021;08:00:20;60;0;0;0;0;0
19-03-2021;09:00:20;19;39;0;0;0;0
19-03-2021;10:00:20;27;32;0;0;0;0
19-03-2021;11:00:20;37;11;5;0;6;0
19-03-2021;12:00:29;8;43;8;0;0;0
19-03-2021;13:00:20;27;14;18;0;0;0
19-03-2021;14:00:20;60;0;0;0;0;0
19-03-2021;15:00:20;60;0;0;0;0;0
19-03-2021;16:00:20;60;0;0;0;0;0
19-03-2021;17:00:20;60;0;0;0;0;0
19-03-2021;18:00:20;57;3;0;0;0;0
19-03-2021;19:00:20;44;5;10;0;0;0
19-03-2021;20:00:12;35;24;0;0;0;0
19-03-2021;21:00:20;57;2;0;0;0;0
19-03-2021;22:00:20;60;0;0;0;0;0
19-03-2021;23:00:20;60;0;0;0;0;0
19-03-2021;24:00:00;26;33;0;0;0;0
20-03-2021;01:00:18;38;21;0;0;0;0
20-03-2021;02:00:18;60;0;0;0;0;0
20-03-2021;03:00:18;60;0;0;0;0;0
20-03-2021;04:00:18;60;0;0;0;0;0
20-03-2021;05:00:18;60;0;0;0;0;0
20-03-2021;06:00:00;60;0;0;0;0;0
20-03-2021;07:00:00;60;0;0;0;0;0
20-03-2021;08:00:18;60;0;0;0;0;0
20-03-2021;09:00:18;46;13;0;0;0;0
20-03-2021;10:00:18;41;12;7;0;0;0
20-03-2021;11:00:18;22;31;7;0;0;0
20-03-2021;12:00:18;36;16;7;0;0;0
20-03-2021;13:00:18;24;6;29;0;0;0
20-03-2021;14:00:18;30;26;4;0;0;0
20-03-2021;15:00:18;60;0;0;0;0;0
20-03-2021;16:00:09;21;38;0;0;0;0
20-03-2021;17:02:26;24;29;5;0;0;0
20-03-2021;18:00:18;21;39;0;0;0;0
20-03-2021;19:00:18;60;0;0;0;0;0
20-03-2021;20:00:18;30;19;11;0;0;0
20-03-2021;21:00:18;60;0;0;0;0;0
20-03-2021;22:00:18;40;18;0;0;0;0
20-03-2021;23:01:27;8;50;0;0;0;0
20-03-2021;24:00:00;23;35;0;0;0;0
21-03-2021;01:00:28;40;20;0;0;0;0
21-03-2021;02:00:28;60;0;0;0;0;0
21-03-2021;03:00:28;60;0;0;0;0;0
21-03-2021;04:00:00;60;0;0;0;0;0
21-03-2021;05:00:00;60;0;0;0;0;0
21-03-2021;06:00:28;60;0;0;0;0;0
21-03-2021;07:00:28;60;0;0;0;0;0
21-03-2021;08:00:28;60;0;0;0;0;0
21-03-2021;09:00:28;38;16;6;0;0;0
21-03-2021;10:00:21;38;4;8;0;0;0
21-03-2021;11:00:28;50;4;6;0;0;0
21-03-2021;12:00:26;30;21;8;0;0;0
21-03-2021;13:00:28;24;10;25;0;0;0
21-03-2021;14:00:52;10;50;0;0;0;0
21-03-2021;15:00:28;60;0;0;0;0;0
21-03-2021;16:01:46;18;37;4;0;0;0
21-03-2021;17:00:28;48;5;7;0;0;0
21-03-2021;18:00:28;15;35;12;0;0;0
21-03-2021;19:00:28;60;0;0;0;0;0
21-03-2021;20:00:28;60;0;0;0;0;0
21-03-2021;21:00:28;60;0;0;0;0;0
21-03-2021;22:00:28;60;0;0;0;0;0
21-03-2021;23:00:28;38;19;3;0;0;0
21-03-2021;24:00:00;41;19;0;0;0;0
22-03-2021;01:00:47;39;21;0;0;0;0
22-03-2021;02:00:47;60;0;0;0;0;0
22-03-2021;03:00:00;60;0;0;0;0;0
22-03-2021;04:00:00;60;0;0;0;0;0
22-03-2021;05:00:47;60;0;0;0;0;0
22-03-2021;06:00:47;60;0;0;0;0;0
22-03-2021;07:00:00;60;0;0;0;0;0
22-03-2021;08:00:47;60;0;0;0;0;0
22-03-2021;09:00:47;25;29;5;0;0;0
22-03-2021;10:00:47;60;0;0;0;0;0
22-03-2021;11:02:33;16;27;16;0;0;0
22-03-2021;12:00:47;50;2;5;0;0;0
22-03-2021;13:00:47;60;0;0;0;0;0
22-03-2021;14:00:47;60;0;0;0;0;0
22-03-2021;15:00:47;60;0;0;0;0;0
22-03-2021;16:00:23;6;44;9;0;0;0
22-03-2021;17:00:47;35;5;20;0;0;0
22-03-2021;18:00:47;60;0;0;0;0;0
22-03-2021;19:00:47;34;19;5;0;0;0
22-03-2021;20:00:47;30;29;0;0;0;0
22-03-2021;21:00:47;12;46;0;0;0;0
22-03-2021;22:00:47;60;0;0;0;0;0
22-03-2021;23:00:56;12;45;3;0;0;0
22-03-2021;24:00:00;58;2;0;0;0;0
